Text|Label
Рђ РѕРЅ С‚РµР±СЏ РЅРµ РєРѕСЂРјРёС‚)? РњРѕР¶РµС‚ С‚РµР±Рµ РєРѕС‚Р»РµС‚РѕРє РІС‹СЃР»Р°С‚СЊ? РўС‹ С‡С‘, СЃРѕРІСЃРµРј С‚СѓРїРѕР№ С‡С‚Рѕ Р»Рё?|0
Р·Р°РіР°РґРѕС‡РЅР°СЏ РёСЃС‚РѕСЂРёСЏ, РіРґРµ СѓР»РёРєРё РІРµРґСѓС‚ РІ С‚СѓРїРёРє|1
РЅСѓР¶РµРЅ С„РёР»СЊРј РїСЂРѕ РёР·РѕР»СЏС†РёСЋ Рё РЅР°СЂР°СЃС‚Р°СЋС‰РµРµ Р±РµР·СѓРјРёРµ|8
1 С‡Р°СЃ 2 РјРёРЅСѓС‚С‹, СЌС‚Рѕ РїСЂРѕСЃС‚Рѕ РёР·РґРµРІР°С‚РµР»СЊСЃС‚РІРѕ РєР°РєРѕРµ-С‚Рѕ! РЎРєРѕР»СЊРєРѕ РјРѕР¶РЅРѕ Р¶РґР°С‚СЊ?!|0
РЅСѓР¶РЅР° РєРѕРјРµРґРёСЏ СЃ РѕСЃС‚СЂРѕСѓРјРЅС‹РјРё РґРёР°Р»РѕРіР°РјРё|3
С‚РµСЂР°РїРµРІС‚ РѕР±С‹С‡РЅРѕ РїСЂРёРЅРёРјР°РµС‚ РґРѕ РѕРїСЂРµРґРµР»С‘РЅРЅРѕРіРѕ РІСЂРµРјРµРЅРё, РЅР°РїСЂРёРјРµСЂ, РґРѕ 16.00. РїРѕСЃР»Рµ СЌС‚РѕРіРѕ РІСЂРµРјРµРЅРё РїСЂРёС‘Рј РїСЂРµРєСЂР°С‰Р°РµС‚СЃСЏ. РїРѕСЃР»Рµ РѕР±РµРґР° РІРµСЂРѕСЏС‚РЅРѕСЃС‚СЊ РїРѕРїР°СЃС‚СЊ РЅР° РїСЂРёС‘Рј РЅРёР¶Рµ|6
С…РѕС‡Сѓ С„РёР»СЊРј РїСЂРѕ РјР°С„РёСЋ Рё РєСЂРёРјРёРЅР°Р»СЊРЅС‹Рµ СЂР°Р·Р±РѕСЂРєРё|4
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РЅРµСѓРґР°С‡РЅС‹Р№ СЂРѕР·С‹РіСЂС‹С€ РґСЂСѓР·РµР№|3
РЅСѓР¶РµРЅ С‡С‚Рѕ-С‚Рѕ РїСЂРѕ РєРёР±РµСЂРїСЂРµСЃС‚СѓРїР»РµРЅРёСЏ С…Р°РєРµСЂРѕРІ РёР»Рё С†РёС„СЂРѕРІСѓСЋ СЃР»РµР¶РєСѓ|7
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РјРёСЃСЃРёРѕРЅРµСЂР°, РєРѕС‚РѕСЂС‹Р№ Р»РµС‡РёР» РїСЂРѕРєР°Р¶С‘РЅРЅС‹С… |9
Р’РѕР·РјРѕР¶РЅРѕ, Р±СѓРґСѓС‚ РІРІРµРґРµРЅС‹ С€С‚СЂР°С„С‹, РЅРѕ СЌС‚Рѕ РЅРµ СЂРµС€РёС‚ РѕСЃРЅРѕРІРЅСѓСЋ РїСЂРѕР±Р»РµРјСѓ. РќРµРѕР±С…РѕРґРёРјРѕ Р±РѕР»РµРµ РіР»СѓР±РѕРєРѕРµ СЂР°СЃСЃРјРѕС‚СЂРµРЅРёРµ СЃРёС‚СѓР°С†РёРё.|4
РЎРёС‚СѓР°С†РёСЏ РЅРµ СЃР°РјР°СЏ Р»СѓС‡С€Р°СЏ, РЅРѕ Рё РЅРµ РєСЂРёС‚РёС‡РµСЃРєР°СЏ, РЅСѓР¶РЅРѕ РїСЂРѕСЃС‚Рѕ СЂР°Р·РѕР±СЂР°С‚СЊСЃСЏ РІ РїСЂРѕР±Р»РµРјРµ Рё РЅР°Р№С‚Рё СЂРµС€РµРЅРёРµ.|4
РЎ РѕРґРЅРѕР№ СЃС‚РѕСЂРѕРЅС‹ РґР°, СЃ РґСЂСѓРіРѕР№ СЃС‚РѕСЂРѕРЅС‹, СЌС‚Рё РЅРѕСЃРєРё РїСЂРѕСЃС‚Рѕ СѓР¶Р°СЃРЅС‹, Рё РёС… СЏРІРЅРѕ РЅРµРґРѕСЃС‚Р°С‚РѕС‡РЅРѕ!|0
РіРµСЂРѕРёРЅСЏ РѕРєР°Р·Р°Р»Р°СЃСЊ СЃРёР»СЊРЅРµРµ РІСЃРµС…, РєС‚Рѕ РїС‹С‚Р°Р»СЃСЏ РµС‘ РѕСЃС‚Р°РЅРѕРІРёС‚СЊ|10
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїРѕРґР·РµРјРЅС‹Р№ С‚РѕРЅРЅРµР»СЊ, СЃРѕРµРґРёРЅСЏСЋС‰РёР№ РґРІРµ СЃС‚СЂР°РЅС‹ |11
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ Р·Р°РіР°РґРѕС‡РЅС‹Р№ Р°СЂС‚РµС„Р°РєС‚, РёСЃРїРѕР»РЅСЏСЋС‰РёР№ Р¶РµР»Р°РЅРёСЏ, РЅРѕ СЃ С†РµРЅРѕР№|1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С„СЌРЅС‚РµР·Рё РїСЂРѕ РЎРµСЂРіРµСЏ РўСЋР»РµРЅРёРЅР°, РєРѕС‚РѕСЂС‹Р№ РєР°Р·РЅС‘РЅ |10
РўРѕР¶Рµ РІ Р·Р°Р»Рµ РЅР°Р±Р»СЋРґР°Р»Р° РѕСЃРѕР±Сѓ, Р·Р°РЅСЏРІС€СѓСЋ Р»Р°РІРєСѓ РґР»СЏ СѓРїСЂР°Р¶РЅРµРЅРёР№, РїРѕРєР° РµРµ СЃРѕРІСЃРµРј РјР°Р»РµРЅСЊРєР°СЏ РґРѕС‡СЊ РїРѕР»Р·Р°Р»Р° СЂСЏРґРѕРј. РџРѕР»Р·Р°Р»Р°! С‚.Рµ. СЂРµР±РµРЅРѕРє РґР°Р¶Рµ РЅРµ С…РѕРґСЏС‰РёР№, РІ РїРѕР»Р·СѓРЅРєР°С…. РћРЅР° СѓРїРѕР»Р·Р°Р»Р° РїРѕСЃС‚РѕСЏРЅРЅРѕ РѕС‚ СЌС‚РѕР№ Р»Р°РІРєРё Рє Р¶РёРјРѕРІРѕР№ СЃРєР°РјСЊРµ, СЂРµРІРµР»Р° РєРѕРіРґР° РµРµ РґСЂСѓРіРёРµ Р»СЋРґРё РѕС‚С‚Р°СЃРєРёРІР°Р»Рё РѕС‚ РјРµСЃС‚Р°, РіРґРµ РјРѕРіР»Рѕ РїСЂРёР»РµС‚РµС‚СЊ С€С‚Р°РЅРіРѕР№, РѕР±Р»РёР·С‹РІР°Р»Р° РІРёСЃСЏС‰РёРµ СЂСЏРґРѕРј Р±Р»РёРЅС‹ Рё РёСЃС‚РѕС€РЅРѕ РІРѕРїРёР»Р°, РєРѕРіРґР° Сѓ РЅРµРµ РјСѓР¶РёРєРё СЌС‚Рё Р±Р»РёРЅС‹ РѕС‚РЅРёРјР°Р»Рё. РўР°Рј РЅР° РЅРµРµ Р»РµРіРєРѕ Р±С‹Р»Рѕ РЅР°СЃС‚СѓРїРёС‚СЊ, СѓСЂРѕРЅРёС‚СЊ Р±Р»РёРЅ, СѓСЂРѕРЅРёС‚СЊ Р±Р»РёРЅ РЅРµРїРѕСЃСЂРµРґСЃС‚РІРµРЅРЅРѕ СЃРѕ С€С‚Р°РЅРіРё РµСЃР»Рё Р± СЃСЉРµС…Р°Р». Р­С‚Р° Р±РµР·РѕС‚РІРµС‚СЃС‚РІРµРЅРЅР°СЏ РјР°РјР°С€Р° РІРѕРѕР±С‰Рµ РІ Р°РґРµРєРІР°С‚Рµ? РћРЅР° С…РѕС‚СЊ РїРѕРЅРёРјР°РµС‚, С‡С‚Рѕ СЃРѕР·РґР°РµС‚ РѕРїР°СЃРЅРѕСЃС‚СЊ РґР»СЏ СЃРІРѕРµРіРѕ СЂРµР±РµРЅРєР° Рё РґР»СЏ РґСЂСѓРіРёС… Р»СЋРґРµР№ РІ Р·Р°Р»Рµ? РўР°РєРёРµ Р¶РµРЅС‰РёРЅС‹ СЂРѕР¶Р°СЋС‚ РјРѕР·Рі РІРјРµСЃС‚Рµ СЃ СЂРµР±РµРЅРєРѕРј, Рё РёС… РјРµСЃС‚Рѕ РЅРµ РІ СЃРїРѕСЂС‚Р·Р°Р»Рµ, Р° РІ РєР°РєРѕРј-РЅРёР±СѓРґСЊ СЃРїРµС†РёР°Р»СЊРЅРѕРј Р·Р°РІРµРґРµРЅРёРё РґР»СЏ Р±РµР·РѕС‚РІРµС‚СЃС‚РІРµРЅРЅС‹С… СЂРѕРґРёС‚РµР»РµР№!|0
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РїСЂРёР·СЂР°РєРѕРІ РІ Р·Р°Р±СЂРѕС€РµРЅРЅРѕР№ С€РєРѕР»Рµ |8
С„РёР»СЊРј РїСЂРѕ РєР°СЂС‚Сѓ, С‚Р°Р№РЅС‹ Рё РЅРµРёР·РІРµРґР°РЅРЅС‹Рµ Р·РµРјР»Рё|11
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕС…РёС‰РµРЅРёРµ РёР·РІРµСЃС‚РЅРѕРіРѕ РїРѕР»РёС‚РёРєР°|4
РЅСѓР¶РµРЅ СѓР¶Р°СЃС‚РёРє РїСЂРѕ РЅР°СЂР°СЃС‚Р°СЋС‰РёР№ РєРѕС€РјР°СЂ|8
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С„СЌРЅС‚РµР·Рё РїСЂРѕ РїСѓС‚РµС€РµСЃС‚РІРёРµ С‡РµСЂРµР· РїРѕСЂС‚Р°Р» РІ РґСЂСѓРіРѕР№ РјРёСЂ|10
РЅСѓР¶РЅР° РґСЂР°РјР° РїСЂРѕ СЃСѓРґСЊСЋ, РєРѕС‚РѕСЂС‹Р№ РІС‹РЅРѕСЃРёС‚ РЅРµСЃРїСЂР°РІРµРґР»РёРІС‹Р№ РїСЂРёРіРѕРІРѕСЂ |4
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ СЃРѕРјРµР»СЊРµ, РєРѕС‚РѕСЂС‹Р№ РїРѕРґР±РёСЂР°РµС‚ РІРёРЅРѕ|6
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ Р±РёРѕРіСЂР°С„РёСЋ СЃРёР»СЊРЅРѕРіРѕ С‡РµР»РѕРІРµРєР°|9
С…РѕС‡Сѓ С‡С‚Рѕ-С‚Рѕ РїСЂРѕ РєРѕСЂРѕР»РµРІСЃС‚РІР° С‚СЂРѕРЅС‹ РёРЅС‚СЂРёРіРё Рё Р±РѕСЂСЊР±Сѓ Р·Р° РІР»Р°СЃС‚СЊ|10
Р° РјРѕР¶РЅРѕ РїРѕРїРѕРґСЂРѕР±РЅРµРµ РїСЂРѕ РґРµС‚СЃРєРёРµ РєСЂРµСЃС‚РѕРІС‹Рµ РїРѕС…РѕРґС‹|4
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С„СЌРЅС‚РµР·Рё РїСЂРѕ РїСЂРѕРєР»СЏС‚РёРµ Р±РµСЃСЃРјРµСЂС‚РёСЏ Рё РµРіРѕ С†РµРЅСѓ |10
РѕРЅРё РґРµР»РёР»Рё РІР»Р°СЃС‚СЊ, РїРѕРєР° РїРѕР»РёС†РёСЏ РЅРµ РІС‹С€Р»Р° РЅР° СЃР»РµРґ|4
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґСЂР°РјСѓ РїСЂРѕ РІРѕРµРЅРЅРѕРіРѕ С€РѕС„С‘СЂР°|5
Р‘Р°С‚СЏ СЃСЏРґРµС‚ - РїСѓРєР° Р±РѕР»СЊС€Рµ РЅРµ СЃРѕРјРєРЅС‘С‚СЃСЏ Сѓ РЅРµРіРѕ, РІРѕС‚ СЌС‚Рѕ РґРѕСЃС‚РёР¶РµРЅРёРµ, РІРѕС‚ СЌС‚Рѕ РїРѕРІРѕРґ РґР»СЏ РіРѕСЂРґРѕСЃС‚Рё!|3
РћС‚Р»РёС‡РЅРѕ, С‚РµРїРµСЂСЊ СЏ Р·РЅР°СЋ, РєР°Рє РєРѕРЅС‚СЂРѕР»РёСЂРѕРІР°С‚СЊ СЃРІРѕР№ С‚СЂР°С„РёРє! РЇ Р·Р°Р±Р»РѕРєРёСЂРѕРІР°Р» Play Market Рё СѓСЃС‚Р°РЅРѕРІРёР» Р»РёРјРёС‚С‹, Рё РІСЃС‘ СЂР°Р±РѕС‚Р°РµС‚ РєР°Рє РЅР°РґРѕ. РЇ СЃРїРѕРєРѕРµРЅ Р·Р° СЃРІРѕРё РіРёРіР°Р±Р°Р№С‚С‹.|3
РІСЃРµ СѓР»РёРєРё СѓРєР°Р·С‹РІР°Р»Рё РІ СЂР°Р·РЅС‹Рµ СЃС‚РѕСЂРѕРЅС‹, Рё СЌС‚Рѕ С‚РѕР»СЊРєРѕ СѓСЃРёР»РёРІР°Р»Рѕ РёРЅС‚РµСЂРµСЃ|1
РќСѓ Рё С‡С‚Рѕ, С‡С‚Рѕ С€РєР°С„-РєСѓРїРµ Р·Р°РєСЂС‹РІР°РµС‚СЃСЏ СЃР°Рј РїРѕ СЃРµР±Рµ? Р—Р°С‚Рѕ РєР°Рє РїСЂРѕСЃС‚Рѕ РµРіРѕ РјРѕР¶РЅРѕ РїРѕС‡РёРЅРёС‚СЊ! РќСѓР¶РЅРѕ РІСЃРµРіРѕ Р»РёС€СЊ РЅРµРјРЅРѕРіРѕ РІСЂРµРјРµРЅРё Рё Р¶РµР»Р°РЅРёРµ СЂР°Р·РѕР±СЂР°С‚СЊСЃСЏ. Р РІРѕС‚ СѓР¶Рµ РІСЃС‘ СЂР°Р±РѕС‚Р°РµС‚ РєР°Рє РЅР°РґРѕ! Р”Р° Р·РґСЂР°РІСЃС‚РІСѓРµС‚ РРєРµСЏ Рё РёС… РіРµРЅРёР°Р»СЊРЅС‹Рµ СЂРµС€РµРЅРёСЏ!|3
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ С…РѕР»РѕРґРЅРѕРµ РґРµР»Рѕ|1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ СѓР¶Р°СЃС‹ РїСЂРѕ Р·Р»РѕРІРµС‰РёР№ РјРѕСЃС‚, РіРґРµ РїСЂРѕРїР°РґР°СЋС‚ Р»СЋРґРё |8
Рђ С‡С‚Рѕ, Р·Р°РјРµС‡Р°С‚РµР»СЊРЅР°СЏ РїРѕРґР±РѕСЂРєР° РѕРґРµР¶РґС‹ РґР»СЏ РџРёС‚РµСЂР°. РџСЂР°РІРґР°, РЅРµ РѕС‡РµРЅСЊ Р±СѓРґРµС‚ СЃРјРѕС‚СЂРµС‚СЊСЃСЏ Р»РµС‚РѕРј - РЅРѕ СЌС‚Сѓ РїР°СЂСѓ РґРЅРµР№ РјРѕР¶РЅРѕ Рё С‡С‚Рѕ-РЅРёР±СѓРґСЊ РґСЂСѓРіРѕРµ РїРѕРЅРѕСЃРёС‚СЊ.|4
РёС‰Сѓ С‡С‚Рѕ-С‚Рѕ РїСЂРѕ РїСЂРѕРєР»СЏС‚РёРµ Рё РѕРґРµСЂР¶РёРјРѕСЃС‚СЊ|8
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РјРёСЂРѕС‚РІРѕСЂС†Р°, РєРѕС‚РѕСЂС‹Р№ СЂР°Р·РЅРёРјР°Р» РІСЂР°Р¶РґСѓСЋС‰РёРµ СЃС‚РѕСЂРѕРЅС‹ |9
Рђ РІ С‡РµРј РѕС‚Р»РёС‡РёРµ? РўРѕС‡РЅРѕ С‚Р°Рє Р¶Рµ РјРµРґРёРє РѕС‚РєР°Р¶РµС‚СЃСЏ РІСЃРµСЂСЊРµР· РІС‹РїРѕР»РЅСЏС‚СЊ СЃРІРѕСЋ СЂР°Р±РѕС‚Сѓ Рё Р·Р°РґРЅРёРј С‡РёСЃР»РѕРј РЅР°СЂРёСЃСѓРµС‚ Р°РЅР°Р»РёР·С‹ РёР»Рё С‡С‚Рѕ РµС‰Рµ, РµСЃР»Рё Рє С‚РѕРјСѓ РјРѕРјРµРЅС‚Сѓ Р±СѓРґРµС‚ РєРѕРјСѓ Р¶Р°Р»РѕРІР°С‚СЊСЃСЏ. РќСѓ РєРѕРЅРµС‡РЅРѕ, РІРµРґСЊ СЌС‚Рѕ Р¶Рµ С‚Р°Рє СЃР»РѕР¶РЅРѕ вЂ” СЂР°Р±РѕС‚Р°С‚СЊ С‡РµСЃС‚РЅРѕ!|2
РќСѓ РєСЂСѓР¶РєР° С…РѕС‚СЊ РѕСЃС‚Р°РЅРµС‚СЃСЏ, Р° С‚СЋР»СЊРїР°РЅС‹ Р·Р°РІСЏРЅСѓС‚, РѕС‚РєСЂС‹С‚РєР° Р±СѓРґРµС‚ РІ РІРµРґСЂРµ. Р—Р°С‚Рѕ РјС‹ Р±СѓРґРµРј РїРѕРјРЅРёС‚СЊ Рѕ РїСЂРµРєСЂР°СЃРЅРѕРј РјРѕРјРµРЅС‚Рµ, РєРѕРіРґР° РІСЃС‘ Р±С‹Р»Рѕ РёРґРµР°Р»СЊРЅРѕ!|2
С„РёР»СЊРј РїСЂРѕ РІР°Р¶РЅС‹Р№ Р±РѕР№ Рё РіРµСЂРѕРёР·Рј|5
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С‚СЂРёР»Р»РµСЂ РїСЂРѕ РєРёР»Р»РµСЂР°, РєРѕС‚РѕСЂС‹Р№ РѕС‚РєР°Р·С‹РІР°РµС‚СЃСЏ РѕС‚ Р·Р°РєР°Р·Р° |4
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїСЂРѕРєР»СЏС‚С‹Р№ С‚РµР°С‚СЂ РєСѓРєРѕР»|8
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РіРґРµ СЃРјРµС… РїРѕРјРѕРіР°РµС‚ СЃРїСЂР°РІРёС‚СЊСЃСЏ|3
Рћ, СЃРјРѕС‚СЂРёС‚Рµ-РєР°, СЏ СЃРјРѕРі РґРѕС‚Р°С‰РёС‚СЊ СЌС‚РѕС‚ С‡РµРјРѕРґР°РЅ РґРѕ РјСѓСЃРѕСЂРєРё. Р’РѕС‚ СЌС‚Рѕ РґРѕСЃС‚РёР¶РµРЅРёРµ, РЅРёС‡РµРіРѕ РЅРµ СЃРєР°Р¶РµС€СЊ.|2
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С„СЌРЅС‚РµР·Рё РїСЂРѕ РјР°РіРёС‡РµСЃРєРёР№ РєСЂРёСЃС‚Р°Р»Р», РґР°СЂСѓСЋС‰РёР№ СЃРёР»Сѓ|10
РЅСѓР¶РµРЅ С„РёР»СЊРј РєРѕС‚РѕСЂС‹Р№ Р·Р°СЃС‚Р°РІРёС‚ Р·Р°РґСѓРјР°С‚СЊСЃСЏ|2
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РєРѕС€РјР°СЂ РІРЅСѓС‚СЂРё СЃРѕР·РЅР°РЅРёСЏ|8
РёС‰Сѓ РґРµС‚РµРєС‚РёРІ, РіРґРµ РіР»Р°РІРЅС‹Р№ РіРµСЂРѕР№ вЂ” Р±РёР±Р»РёРѕС‚РµРєР°СЂСЊ РёР»Рё Р°СЂС…РёРІР°СЂРёСѓСЃ|1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґРѕРєСѓРјРµРЅС‚Р°Р»РєСѓ Рѕ Р¶РёР·РЅРё РјРѕРЅР°С…РѕРІ РІ РіРѕСЂР°С…|6
РЅСѓР¶РЅР° РґСЂР°РјР° РїСЂРѕ РѕСЃР°РґСѓ Р·РґР°РЅРёСЏ С‚РµСЂСЂРѕСЂРёСЃС‚Р°РјРё|7
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕРґР·РµРјРЅСѓСЋ СЂРµРєСѓ, РєРѕС‚РѕСЂСѓСЋ РїСЂРѕРєР»СЏР»Рё РёРЅРґРµР№С†С‹ |11
С…РѕС‡Сѓ С„РёР»СЊРј РіРґРµ Р»СЋР±РѕРІСЊ СЃ РїРµСЂРІРѕРіРѕ РІР·РіР»СЏРґР° Рё С…РёРјРёСЏ|0
Сѓ РјРѕС‡РµРІРёРєР° РїРµСЂРµСЃРјРµРЅРєР° РїРѕС…РѕРґСѓ, СЃРєРѕСЂРѕ РѕРЅРё С‚РµР±СЏ СѓРґР°Р»СЏС‚ Рё Р·Р°Р±Р°РЅСЏС‚, С‡С‚РѕР±С‹ С‚С‹ РЅРµ РјРµС€Р°Р»|0
РёС‰Сѓ РїСЂРёРєР»СЋС‡РµРЅРёСЏ РєРѕС‚РѕСЂС‹Рµ РїРµСЂРµРЅРѕСЃСЏС‚ РІ РґСЂСѓРіРѕР№ РјРёСЂ|11
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґРѕРєСѓРјРµРЅС‚Р°Р»РєСѓ Рѕ РїС‡РµР»РѕРІРѕРґСЃС‚РІРµ Рё СЌРєРѕР»РѕРіРёРё|6
РљРѕРјРјРёРїРµС‚СѓС…Рё РєР°Рє РІСЃРµРіРґР° РїРѕРґС‚РІРµСЂР¶РґР°СЋС‚ СЃРІРѕСЋ Р°РЅР°Р»СЊРЅСѓСЋ С„РёРєСЃР°С†РёСЋ.|2
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ Р·РµСЂРєР°Р»Рѕ, РєРѕС‚РѕСЂРѕРµ РїРѕРєР°Р·С‹РІР°РµС‚ СЃРјРµСЂС‚СЊ|8
С…РѕС‡Сѓ С‚СЂРѕРЅ|10
РЅСѓР¶РЅР° РґСЂР°РјР° РїСЂРѕ Р”Р°РЅРёРёР»Р° Р“Р°Р»РёС†РєРѕРіРѕ, РєРѕС‚РѕСЂС‹Р№ Р·Р°С‰РёС‰Р°Р» СЋРі |10
С…РѕС‡Сѓ РґРѕРєСѓ РїСЂРѕ РёСЃРєСѓСЃСЃС‚РІРѕ РєСѓР»СЊС‚СѓСЂСѓ РёСЃС‚РѕСЂРёСЋ РёР»Рё РёРЅС‚РµСЂРµСЃРЅС‹Рµ Р»РёС‡РЅРѕСЃС‚Рё РєРѕС‚РѕСЂС‹Рµ РІРґРѕС…РЅРѕРІР»СЏСЋС‚|6
Р§С‚Рѕ РґРµР»Р°С‚СЊ, РµСЃР»Рё Сѓ РЅР°СЃ РјРёРЅСѓСЃ РЅР° Р±Р°Р»Р°РЅСЃРµ? Р’РґСЂСѓРі РЅРёС‡РµРіРѕ РЅРµ РїСЂРёРґС‘С‚, Рё РјС‹ РІСЃРµ РїРѕС‚РµСЂСЏРµРј?|7
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РєРёРЅРѕР»РѕРіР°, РєРѕС‚РѕСЂС‹Р№ РёСЃРєР°Р» РїСЂРѕРїР°РІС€РёС… Р»СЋРґРµР№ |9
РЅСѓР¶РµРЅ С„РёР»СЊРј РіРґРµ РїСЂР°РІРґР° РІ РєРѕРЅС†Рµ|1
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕРґР·РµРјРЅС‹Р№ РїРµСЂРµС…РѕРґ РїРѕРґ СЂРµРєРѕР№, РєРѕС‚РѕСЂС‹Р№ Р·Р°С‚РѕРїРёР»Рѕ |11
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ Р·РѕРјР±Рё РІ РјРµС‚СЂРѕ |8
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґСЂР°РјСѓ РїСЂРѕ РїСЃРёС…РѕР»РѕРіР°, РєРѕС‚РѕСЂС‹Р№ РІС‹Р»РµС‡РёР» РІРµС‚РµСЂР°РЅР° РѕС‚ РџРўРЎР  |9
С„РёР»СЊРј РїСЂРѕ Р°СЂС…РµРѕР»РѕРіР° Рё РґСЂРµРІРЅРёР№ Р°СЂС‚РµС„Р°РєС‚|11
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕРёСЃРєРё СЃРѕРєСЂРѕРІРёС‰ РЅР° Р·Р°С‚РѕРЅСѓРІС€РµРј РєРѕСЂР°Р±Р»Рµ|11
РЈ РЅР°СЃ РЅР° Р”Р’ РµСЃС‚СЊ РїРѕСЃС‘Р»РѕРє Р”Р°-Р”Р°|6
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ С‚СЂРµРЅРµСЂР° РїРѕ РїР»Р°РІР°РЅРёСЋ РґР»СЏ РёРЅРІР°Р»РёРґРѕРІ |9
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїРµСЂРІСѓСЋ РІР»СЋР±Р»С‘РЅРЅРѕСЃС‚СЊ Рё Р·Р°РїРёСЃРєРё РІ СЂСЋРєР·Р°РєРµ|0
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РєРѕРјРµРґРёСЋ РїСЂРѕ РєРѕРЅРєСѓСЂСЃ РєР°СЂР°РѕРєРµ, РіРґРµ РІСЃРµ С„Р°Р»СЊС€РёРІСЏС‚|3
РёС‰Сѓ РєРѕРјРµРґРёСЋ РїСЂРѕ Р°РІРёР°РїРµСЂРµР»РµС‚ СЃ РєСѓС‡РµР№ РЅРµСѓРґРѕР±СЃС‚РІ|3
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РЎРєРѕР±РµР»РµРІР°, РєРѕС‚РѕСЂС‹Р№ РѕСЃРІРѕР±РѕР¶РґР°Р» Р‘РѕР»РіР°СЂРёСЋ |10
РЇ РїСЂРѕ С†РµР»РµСЃРѕРѕР±СЂР°Р·РЅРѕСЃС‚СЊ РїРѕРєСѓРїРєРё РЅРѕРІРѕР№ Р»Р°РґС‹ РІРµСЃС‚С‹, СЃ СѓС‡РµС‚РѕРј РµРµ СЃС‚РѕРёРјРѕСЃС‚Рё.РЁРєРѕРґР° 4-5 Р»РµС‚РЅСЏСЏ РЅР°РјРЅРѕРіРѕ РёРЅС‚РµСЂРµСЃРЅРµРµ РІР°СЂРёР°РЅС‚, РґР° Рё РґСЂСѓРіРёРµ СЃРІРµР¶РёРµ РёРЅРѕРјР°СЂРєРё. Рђ РІ СЃР°Р»РѕРЅР°С… С‰Р°СЃ СЌС‚РёС… СЂР°Р·РІРѕРґРѕРє РїРѕР»РЅРѕ, РїРѕСЌС‚РѕРјСѓ Сѓ С‡Р°СЃС‚РЅРёРєР° Р»СѓС‡С€Рµ Р±СЂР°С‚СЊ, РЅРѕ РѕРїСЏС‚СЊ Р¶Рµ РєР°Рє РјРёРЅРёРјСѓРј РїСЂРѕРІРµСЂРёС‚СЊ vin.|4
РїРѕРёСЃРє РїСЂРёРєР»СЋС‡РµРЅРёСЏ|11
РЅСѓР¶РЅР° РґСЂР°РјР° РїСЂРѕ Р°РґРІРѕРєР°С‚Р°, РєРѕС‚РѕСЂС‹Р№ Р·Р°С‰РёС‰Р°РµС‚ СѓР±РёР№С†Сѓ |4
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РЅРµР·Р°РґР°С‡Р»РёРІРѕРіРѕ РіСЂР°Р±РёС‚РµР»СЏ|3
С…РѕС‡Сѓ С„РёР»СЊРј РїСЂРѕ СЃРїРѕСЂС‚СЃРјРµРЅР°, РєРѕС‚РѕСЂС‹Р№ РЅРµ СЃРјРѕРі РІРµСЂРЅСѓС‚СЊСЃСЏ РІ СЃРїРѕСЂС‚ РїРѕСЃР»Рµ С‚СЂР°РІРјС‹|2
РІ РёС… РґРѕРјРµ РІСЃРµРіРґР° РїР°С…Р»Рѕ С‡Р°РµРј Рё РїРёСЂРѕРіР°РјРё|6
