Text|Label;;;;;;;
посоветуйте мелодраму о прощении измены|0
ищу приключения про поиск золота в горных пещерах|11
Настроение такое, что хочется чего-то про военный госпиталь в тылу, куда свозят раненых со всех фронтов, и истории их выздоровления или ухода.|5
ищу печальный фильм о разводе и одиночестве после 35 лет|2
фильм про эльфийского воина и его клятву верности|10
хочу фильм про мистическое убийство|1
посоветуйте фильм о загадочном исчезновении статуи свободы|1
мистическая история про дом построенный на могиле|8
Ищу кино про то, как в мире, где все камни плачут, один камень плачет кровавыми слезами, и люди приходят к нему, чтобы попросить прощения за свои грехи, и камень прощает их, и его слёзы становятся прозрачными, а потом он высыхает и рассыпается, потому что больше нет грехов.|10
мотивирующий фильм о преодолении возрастных ограничений|9
На душе неспокойно, и хочется посмотреть триллер про программиста, который находит в коде своей программы строки, написанные не им, и эти строки формируют послание: «Я знаю, что ты сделал».|1
ищу триллер о маньяке-хирурге|4
посоветуйте печальную историю о нищете и голоде|2
На душе неспокойно, и хочется посмотреть драму о возвращении солдата с войны, который не может адаптироваться к мирной жизни, страдая от ПТСР и чувствуя себя чужим.|5
посоветуйте историю о маге и драконе союзниках против зла|10
фильм про будни воспитателя в группе ясель|6
жизнеутверждающая драма о надежде на прощение и примирение|9
посоветуйте триллер о свидетеле, который не может говорить|1
Мечтаю о сюжете про человека, который ведет блог о еде или путешествиях, и его попытках найти искренность в мире лайков и фильтров, сохраняя любовь к настоящему.|6
Нужен фильм про мальчика, который играет с кубиком Рубика, и каждый раз, когда он собирает одну сторону, в его комнате происходит что-то странное: сначала загорается свет, потом открывается окно, а потом из шкафа выходит фигура и говорит: «Собери меня, и я стану твоим рабом, но если соберёшь неправильно, я стану твоим хозяином».|8
Мечтаю об истории, где юная волшебница случайно открывает портал в мир, где время течёт вспять, и теперь она должна каждый день проживать заново, чтобы найти способ закрыть портал и не сойти с ума от повторений.|10
хочу фильм о повседневной жизни кассира в банке|6
монстры и ужас|8
ищу триллер с убийцей-фокусником|1
Хочется фильма, в котором романтика — это не только свидания и поцелуи, но и умение поддерживать друг друга в обычные, ничем не примечательные дни, когда кажется, что ничего особенного не происходит, но именно в этом, в повседневной заботе, и есть магия настоящих, крепких отношений.|0
Настроение такое, что хочется чего-то про реинкарнацию, где герой начинает вспомнить жизни своих прошлых воплощений и понимает, что его текущий враг преследует его сквозь века, и счеты нужно свести сейчас.|1
Хочется сюжета, где детектив расследует серию краж автомобилей, и понимает, что машины разбирают на запчасти для экспорта, а за этим стоит международная сеть.|4
Хочется истории про старика, который каждый год сажает дерево в честь каждого умершего родственника, и через 30 лет у него целый лес, и люди называют его «лес памяти», а он говорит: «Мои родные не умерли, они стали деревьями».|9
Мечтаю о сюжете про партизанский отряд, действующий в горах, и их сложные отношения с местным населением, которое боится карателей, но помогает своим.|5
психологический детектив|1
на душе тревожно нужен острый детективный сюжет|7
печальная мелодрама|2
посоветуйте кино про дракона который спас королевство|10
история о последнем битве богов|10
Настроение такое, что хочется чего-то про утрату невинности, где ребенок сталкивается с жестокостью мира, и его наивный взгляд на жизнь разрушается, оставляя его разочарованным.|2
мафия и полиция|4
посоветуйте фильм о глупых ситуациях на кастинге|3
страшный сюжет про маньяка в заброшенном складе|8
хочу кино о серийном убийце-парикмахере|4
фильм о моряках, атаковавших вражеский конвой в шторм|5
погоня с преследованием|7
история о убийстве информатора полиции раскрывшего преступную сеть|4
ищу печальный фильм о потере ног и отчаянии балерины|2
фильм про опасный маршрут через каньон с рекой|11
Мечтаю о фильме, где герои оказываются заперты в пространстве, которое меняется само по себе: коридоры удлиняются, двери ведут в никуда, а законы физики перестают работать, заставляя искать выход через логику и интуицию.|1
хочу мелодраму о встрече через много лет после школы|0
хочу кино о серийном убийце-психиатре|4
посоветуйте мотивационную историю о победе в социальном конкурсе|9
хочу кино о криминальной группировке подростков|4
Настроение такое, что хочется чего-то про военнопленных, организующих сопротивление в лагере, и их планы побега, полный риска и надежды.|5
история о криминальном авторитете и его падении|4
фильм про будни парикмахера в маленьком салоне|6
посоветуйте приключения про карту древних мореплавателей|11
посоветуйте историю о радисте передавшем шифровку в штаб|5
нежная любовь|0
опасное путешествие на внедорожнике через каменистые горы|11
Ищу фильм, где любовь — это не только радость, но и готовность пройти через трудности вместе, не теряя веры в то, что всё наладится.|0
Нужен фильм про путешествие на спине гигантского орла через горы, где герой — слепой лучник, который видит сердцем, и он единственный, кто может поразить цель, которую никто не видит, и он стреляет и попадает, и мир спасён.|10
история о глупых ситуациях на рыбалке|3
Мечтаю о сюжете, где главный герой — обычный неудачник, который волею случая оказывается в центре невероятных событий, и его попытки выпутаться выглядят максимально комично.|3
подвиг врача|9
Хочется кино про библиотеку или архив, где хранятся запрещенные книги, и герой, случайно открыв одну из них, выпускает сущность или знание, которое начинает менять реальность вокруг него.|1
грустная история о детях-сиротах|2
посоветуйте мотивационную историю о победе в молодёжном движении|9
ищу печальный фильм о разводе и одиночестве после 40 лет|2
романтика и нежность|0
история о самоубийстве из-за неизлечимой болезни близкого|2
жизнеутверждающая драма о надежде на мир после войны|9
напряжённая погоня|7
военная драма о лётчике прикрывшем штурмовиков от истребителей|5
Хочется эпопеи про юную принцессу, которая отказывается от трона, потому что хочет быть врачом, и она учится лечить людей, и когда в королевстве начинается чума, она спасает всех, и народ просит её стать королевой, но она отказывается, потому что её призвание — лечить, а не править.|10
кровавая ночь в заброшенной деревне|8
криминальный триллер о детективе работающем под глубоким прикрытием|4
хочу кино про приключения в поисках легендарной реки|11
история о простом дне сборщика мебели на складе|6
хочу кино о смешных недоразумениях на выпускном|3
фильм про романтические отношения во время путешествия|0
убийство по найму|4
посоветуйте картину про похищение в пригороде|7
мистический хоррор о древнем идоле|8
домашние хлопоты|6
мистика и страх|8
Нужен фильм про то, как молодой монах отправляется в паломничество через всю страну, и в пути он встречает самых разных людей: от циничных дальнобойщиков до наивных студентов, и каждый из них меняет его представление о вере.|11
Ищу фильм про человека, который решает написать мемуары или историю своей семьи, опрашивая родственников и находя забытые фотографии и документы.|6
фильм про минера разминировавшем дорогу для наступающих войск|5
саспенс триллер|7
ищу мелодраму о первой любви в музыкальной школе|0
история о простом утре в доме с двумя кошками|6
посоветуйте фильм про погоню на катерах|7
Мечтаю о сюжете, где детектив расследует убийство транссексуала, и сталкивается с предрассудками в полиции, мешающими объективному расследованию.|4
эпичная сага о восстании магов против тирании|10
история о преодолении страха воды|9
посоветуйте трогательную историю о семье|0
мотивирующая история о победе над собой|9
хочу фильм о пулемётчике прикрывшем отход своих товарищей|5
посоветуйте историю о связисте соединившем разрозненные штабы подразделений|5
Ищу кино про восхождение на гору Монблан, где группа начинающих альпинистов нанимает гида, который оказывается аферистом, и он бросает их на полпути, и теперь они должны выбраться самостоятельно, без карты, без связи, без опыта, и единственное, что у них есть — это их собственные страхи и маленький фонарик.|11
На душе тревожно, и хочется посмотреть триллер про пациента психиатрической клиники, который утверждает, что врачи — это демоны, и когда другие пациенты начинают соглашаться с ним, граница реальности размывается.|1
Хочется сюжета, где детектив расследует кражу личных данных пенсионеров, и выходит на след банды, использующей стариков для обналичивания денег.|4
история о глупых ситуациях на турнире по настольному теннису|3
Ищу кино про то, как обычная кошка находит портал в мир, где кошки — боги, и она становится богиней, но скучает по своему хозяину, и она возвращается, пожертвовав божественной силой, потому что любовь простого человека дороже любого трона.|10
Мне нужно кино, где герои влюбляются через общие ценности: честность, поддержку, уважение, и это становится основой их крепких отношений, которые выдерживают любые испытания.|0
история о герое спасшем жизни ценой своей|9
история о гангстерах и их предателе-адвокате|4
Настроение такое, что хочется чего-то про предательство друга, которое оставляет шрам на сердце, и герой не может больше доверять людям, закрываясь в своей раковине.|2
хочу историю о проклятом письме|1
хочу фэнтези про волшебный гримуар и тайные страницы|10
пророчество об избранном который победит тьму|10
хоррор с монстрами|8
посоветуйте триллер о похищении бизнесмена конкурентами|7
фильм про забавную поездку на тракторе|3
Ищу фильм про летчика, сбитого над морем, и его ожидание спасения на надувной лодке, полное опасностей и надежды.|5
хочу посмотреть кино про опасного свидетеля в укрытии|7
опасное приключение в джунглях с дикарями|11
фильм о детективе, который расследует самоубийство|1
Настроение такое, что хочется чего-то про контрабанду антиквариата, где герои перевозят статуи через границу, пряча их в грузах, и таможня становится их главным врагом.|4
триллер с обратным отсчётом до взрыва|7
посоветуйте фильм про опасный маршрут в Арктике|11
история о том, как любовь помогает взрослеть|0
поиск сокровищ в руинах замка на утёсе|11
Ищу фильм, где расследование убийства приводит детектива в мир моды, где модели исчезают, а дизайнеры скрывают темные секреты своих показов.|4
хоррор о проклятии фараона|8
фильм о связисте, который погиб, передав донесение о прорыве|5
На душе весело, и хочется посмотреть комедию про конкурс двойников Elvis Presley, где участники настолько входят в роль, что начинают верить, что они и есть Король.|3
Хочется истории про мужчину, который учится готовить, чтобы удивить девушку или жену, и его кулинарные эксперименты, от неудачных до шедевров.|6
посоветуйте приключения про карту и компас в пустыне|11
фильм про миномётчика накрывшего вражеский наблюдательный пункт|5
тревожная погоня по крышам старого города|7
Ищу кино, где происходит погоня по городу, и герой должен доставить важные доказательства в суд, пока на него охотятся коррумпированные копы, готовые остановить его любой ценой.|4
посоветуйте фильм о первой любви на экскурсии|0
магия теней и свет истины в борьбе со злом|10
Мечтаю о сюжете, где герой пытается научиться фокусам, но кролик убегает, карты разлетаются, а шляпа падает на голову, и публика аплодирует его неуклюжести.|3
ищу кино о соседях, делящихся рецептами|6
есть ли фильм про опасное расследование в университете|7
хочу кино про эльфийскую арфу и магию музыки|10
напряжение|7
подвиг врача|9
обычный день таксиста в большом городе|6
Ищу кино про учителя, который научил детей с ментальными нарушениями играть в шахматы, и они выиграли международный турнир, и он говорит: «Их IQ ниже нормы, но их тактическое мышление выше любого гроссмейстера».|9
загадочный знак, ведущий к разгадке|1
про отношения|6
смешные шутки|3
хочу криминальный боевик о перестрелках в порту|4
Нужен фильм про девушку, которая находит в своём телефоне приложение «Камера смерти» и когда фотографирует человека, он умирает через минуту, и она сначала не верит, но когда фотографирует свою подругу, и та падает замертво, она понимает, что приложение реально, и пытается его удалить, но оно не удаляется, а начинает фотографировать само.|8
фильм про заваривание каркаде в красивом чайнике|6
ищу фильм о морской пехоте в десанте на Керчь|5
фильм про любовь, которая побеждает социальные преграды|0
посоветуйте драму о предательстве и разбитой семье из-за алкоголизма|2
фильм о забавных приключениях курьера на велосипеде|3
история о том, как найти свою половинку|0
фильм о весёлых событиях на корабле|3
история о самоубийстве из-за школьной травли учителя|2
Хочется истории про группу студентов, которые решают провести сеанс спиритизма в общежитии, и они вызывают духа, который говорит, что он живёт в подвале, и когда они спускаются в подвал, то находят там комнату, полную их фотографий, сделанных до их рождения.|8
Мечтаю о фильме, где группа путешественников находит вход в центр земли, и там они находят цивилизацию, которая не знает войны, и они учатся у них миру, и возвращаются на поверхность, чтобы научить людей жить без оружия, и через сто лет войны прекращаются, и вход в центр земли закрывают, чтобы никто не нарушил покой тех, кто живёт в гармонии.|10
военный триллер|5
есть ли хоррор про проклятый старый фотоальбом с умершими|8
Ищу кино про то, как в мире, где магия питается эмоциями, появляется человек без эмоций, и он единственный, кто не кормит магию, и маги хотят его убить, но он учит их, что истинная сила не в эмоциях, а в их отсутствии, в покое и принятии.|10
На душе легко, и хочется посмотреть что-то про воскресный brunch, ленивое утро, газеты, кофе и планы на неделю, когда никуда не нужно бежать.|6
Мечтаю о сюжете про снайпера-женщину, ставшую кошмаром для вражеских офицеров, и охоту на неё, организованную специально подготовленным убийцей.|5
Настроение такое, что хочется чего-то про конкурс поедания лимонов, где участники кислят лица так, что мышцы сводит, а зрители плачут от смеха.|3
мистика в старом монастыре с тёмной тайной|8
жизнеутверждающая драма о надежде на восстановление после предательства|9
Нужен фильм про то, как семья переезжает в глухую деревню, и их дом стоит на краю леса, в котором, по слухам, водятся лешие, но дети идут в лес не из любопытства, а чтобы найти лекарство для умирающей бабушки, и лес испытывает их на прочность.|11
про пару|0
криминальная драма о коррупции в таможенной службе|4
загадочное преступление|1
Хочется истории про кота, который считает себя хозяином квартиры, а людей — своей прислугой, и манипулирует ими, чтобы получать лучшую еду и место на диване.|3
На душе весело, и хочется посмотреть комедию про соседей, которые соревнуются, у кого елка на Новый год выше и ярче, подключая гирлянды к городской сети и вызывая отключения.|3
Настроение требует фильма про учителя, который учил детей физике через эксперименты, и один из его учеников стал нобелевским лауреатом и в своей речи поблагодарил учителя, который показал ему, что физика — это волшебство.|9
путешествие по реке|11
фильм про взлом защищённого сервера с важной информацией|4
есть ли картина про погоню в тоннеле|7
фильм о сапёре, разминировавшем дорогу к госпиталю|5
комедия о неудачливом боксёре|3
Хочется фильма про семью, которая переезжает в дом, где раньше была тюрьма, и их дети начинают видеть призраков заключённых, которые просят их помочь сбежать, и когда дети открывают дверь подвала, оттуда выходят тени, которые начинают преследовать не только детей, но и всю семью.|8
Хочется истории об приемных родителях проблемного ребенка, испытания огромны, любовь проверяется на прочность, но связь формируется через общие трудности, горько-сладкая победа.|2
преступный план|4
ищу кино о любви и заботе о ближнем|0
посоветуйте фильм про ограбление банка с заложниками|4
фильм о разводе и чувстве вины перед детьми-аутистами|2
эпическое приключение в поисках святого грааля|10
На душе пусто, и хочется посмотреть что-то про друзей, чьи пути разошлись, и они встречаются спустя годы, понимая, что между ними выросла стена непонимания и чужих жизней.|2
посоветуйте историю о радисте принявшем важное шифрованное сообщение|5
история о простом утре в доме с маленьким ребёнком|6
погоня за правдой|7
фильм про демона который вселяется в людей|8
Нужна эпопея о парне, который родился без ног, но стал лучшим скалолазом в своей стране, используя только руки, и на вершине горы он кричит: «Я здесь, и я этого добился!».|9
любовь, способная исцелить душевные раны|0
Ищу фильм, в котором любовь — это не только эмоции, но и действия: готовность быть рядом, слушать, поддерживать, даже когда это требует усилий, и не оставлять в трудную минуту, даже если хочется сдаться.|0
фильм об ограблении банка с помощью отключения света|4
Ищу кино, где вся комедия в том, что герой пытается вернуть долг другу, но у того всегда находится причина не брать деньги: то карма плохая, то кошелек на зарядке.|3
хочу фильм про опасного информатора|7
Хочется кино про артиллеристов, ведущих огонь прямой наводкой по наступающим танкам, и их мужество стоять на месте до последнего снаряда.|5
тайна старого особняка|1
На душе тревожно, и хочется посмотреть триллер про женщину, которая получает анонимные подарки, каждый из которых напоминает ей о дне, когда она сбила человека и скрылась.|4
история успеха музыканта преодолевшего глухоту и заигравшего|9
история любви|0
посоветуйте военный триллер о диверсантах на железной дороге|5
фильм про путешествие по Шотландскому высокогорью|11
Хочется истории, где детектив расследует дело о подделке картин, но за этим стоит не просто мошенничество, а использование картин для передачи зашифрованных сообщений между шпионами разных стран.|1
хочу фильм про детектива под угрозой расправы|7
Ищу фильм про летчика, совершившего вынужденную посадку на территории противника, и его побег к партизанам через леса и болота.|5
эпичное путешествие героя через опасные магические земли|10
На душе неспокойно, и хочется посмотреть триллер про мужчину, который находит в гараже чужую машину с трупом в багажнике, и решает избавиться от неё, становясь соучастником.|4
история о проклятой свадьбе и исчезновении невесты|1
история о любви, которая лечит от одиночества|0
комедия ошибок|3
страшно до мурашек нужен фильм про злых потусторонних духов мстителей|8
хочу кино про проклятие древнего артефакта|8
На душе неспокойно, и хочется посмотреть триллер про няню, которая слышит шепот из детской радионяни, когда ребенок спит в другой комнате.|7
Хочется фильма про киберпреступника, который взламывает банковские системы, но сталкивается с хакером из спецслужб, и их дуэль в виртуальном пространстве угрожает реальной безопасности городов.|4
Ищу кино про то, как школьный повар, у которого нет кулинарного образования, выигрывает международный конкурс, и его рецепты печатают в книгах, а он говорит: «Я просто люблю готовить и люблю детей».|9
посоветуйте фильм про похищение в загородном клубе|7
армия и война|5
Ищу фильм, где герой — охранник банка, который помогает грабителям изнутри, но потом понимает, что его хотят устранить, и он меняет сторону.|4
Хочется фильма про человека, который ведет подкаст или блог о повседневной жизни, и его размышления о смысле обыденных вещей, resonating с аудиторией.|6
Хочется эпопеи про юного танцора, который танцует танец, останавливающий время, и он останавливает время, чтобы спасти свою сестру от падения, и пока время стоит, он успевает её поймать, и время возобновляется, и никто не замечает, что он спас её, кроме неё самой, и она хранит его тайну всю жизнь.|10
напряжённая драма о похищении и пытках|7
фильм про эльфийскую принцессу и её судьбу|10
ищу кино о двойной игре между спецслужбами|7
фильм про чувства и умение радоваться мелочам|0
хочу историю о любви, которая сильнее расстояния|0
Мечтаю о сюжете, где мужчина покупает старый дом в деревне и находит в стене тайник с фотографиями всех предыдущих владельцев, и на каждой фотографии они стоят на пороге этого дома с пустыми глазами, а на последней фотографии — он сам, ещё до того, как купил этот дом, и он понимает, что этот дом выбирает своих жертв заранее.|8
успех|9
мистический фильм ужасов|8
преступная схема|4
Мечтаю о фильме, где группа скалолазов штурмует отвесную стену в Крыму, и один из них срывается, но его спасает друг, и в результате оба зависают на верёвке, и они висят так несколько часов, пока их не спасают, и после этого они становятся лучшими друзьями, потому что смерть сближает.|11
опасные приключения|11
Мечтаю об эпопее, где группа подростков решает снять фильм ужасов в заброшенном доме, и во время съёмок начинают происходить реальные убийства, и когда они смотрят отснятый материал, они видят, что в кадре есть ещё кто-то, кого не было на площадке, и этот кто-то улыбается и говорит в камеру: «Хороший фильм, но я сделаю его лучше».|8
хочу историю о проклятом колодце в лесу|1
хочу фильм о снайпере-женщине и её подвиге|5
история о плавании на тримаране|11
фильм о самоубийстве от безысходности|2
Хочется истории про мальчика из бедной семьи, который благодаря стипендии попал в элитный университет и стал первым в роду с высшим образованием, изменив судьбу поколения.|9
Настроение такое, что хочется чего-то про ошибки прошлого, которые невозможно исправить, и героев, которые носят этот груз вины всю жизнь, пытаясь искупить его добрыми делами.|2
любовь и семья|0
эпичная битва армии света и тьмы|10
трагическая любовь с несчастливым концом|2
история успеха стеклодува чьи работы восхищают красотой и хрупкостью|9
Хочется фильма про старика, который потерял зрение, но научился видеть руками и стал скульптором, и его статуи стоят в лучших музеях мира, и он говорит: «Я не вижу свои работы, но я чувствую их, и этого достаточно».|9
вдохновляющая драма|9
Ищу кино про девушку-программиста, которая взломала систему коррупции в своем городе, опубликовав данные, и добилась отставки corrupt officials.|9
ищу кино о спокойной прогулке с верной собакой|6
тайна семейного проклятия и его снятие|1
На душе тревожно, и хочется посмотреть триллер про минную ловушку, где солдат наступает на мину и должен стоять на месте, пока саперы пытаются его обезвредить.|5
фэнтезийная сага о возрождении древней расы|10
поиск сокровищ в руинах дворца в пустыне|11
мелодрама о том, как важно быть честным с собой|0
жизнеутверждающий фильм о счастье в творческом самовыражении|9
история о чувствах, которые невозможно забыть|0
фильм про неуклюжего пожарного-добровольца|3
сила духа|9
посоветуйте ужасы про маньяка копирующего ритуалы|8
фильм про будни продавца на рынке|6
Мечтаю о сюжете про команду аутсайдеров, которую никто не считал за соперников, но благодаря тренировкам и единству они выиграли чемпионат, шокировав всех.|9
Хочется фильма, где обычный учитель из маленького городка вдохновляет своих учеников на великие дела, и они становятся врачами, инженерами, учёными, и через тридцать лет они возвращаются, чтобы сказать ему спасибо, и он плачет от счастья, потому что его жизнь не прошла зря.|9
романтика на фоне зимнего леса|0
Настроение такое, что хочется чего-то про шпионов и двойных агентов, где никто не тот, за кого себя выдает, а каждое слово может быть ловушкой, а каждый союз — временным перемирием перед ударом в спину.|1
фильм про одиночество после тяжёлого расставания|2
Мечтаю о фильме, где герои находят лес, где деревья шепчут имена тех, кто скоро умрет, и герой слышит свое имя, и у него есть время, чтобы выяснить, почему лес выбрал именно его.|1
вдохновляющий фильм о мечте стать врачом и спасать жизни|9
история о пулемётчике, задержавшем атаку врага в одиночку|5
ищу кино о побеге из плена террористов|7
посоветуйте фильм о весёлых проделках в общежитии|3
Ищу кино про то, как девушка находит в интернете сайт, где можно заказать встречу с мёртвыми, и она заказывает встречу со своим умершим братом, и в назначенный час брат приходит, но он не такой, как в жизни, у него чёрные глаза и странная улыбка, и он говорит: «Ты позвала меня, и теперь я останусь с тобой навсегда».|8
хочу историю о любви и преодолении страха|0
история о похищении известного политика|4
смешные приключения|3
история о простом вечере за чтением газеты|6
Настроение такое, что хочется чего-то про ремонт, который затянулся на годы, и герои живут среди коробок, спят на полу и ссорятся из-за цвета обоев, пока не сходят с ума.|3
ищу кино о похищении людей для продажи в рабство|4
Хочется сюжета про военного корреспондента, который рискует жизнью, чтобы показать миру правду о войне, и его снимки становятся свидетельством преступлений или героизма.|5
мотивационный фильм о силе надежды|9
Мечтаю об истории, где группа подростков решает провести ночь в заброшенной больнице, и один за другим они начинают исчезать, а камеры видеонаблюдения показывают, что они просто встают и уходят в темноту, из которой никто не возвращается.|8
хочу фильм о снайпере, уничтожившем сто врагов|5
